owner_id,auc_inertial,auc_touch,auc_fusion,eer_inertial,eer_fusion,far_at_eer,frr_at_eer,thr_fusion,fusion_w,val_auc_fused,has_touch,retry_attempts,catastrophic,run,seed,elapsed_s
user1,0.9975342132595277,1.0,1.0,0.015806111696522684,0.0,0.0,0.0,0.5419772863388062,0.34,1.0,True,0,False,0,42,6.78
user10,0.9974548224522037,1.0,0.999981096795084,0.02000982077093052,0.0027173913043477826,0.0025779523692609713,0.0027173913043475797,0.2879859309049624,0.26,1.0,True,0,False,0,42,6.76
user12,0.9862787742969532,1.0,1.0,0.05714285714285716,0.0,0.0,0.0,0.4298652410507202,0.34,1.0,True,0,False,0,42,8.05
user13,0.9971676803306961,1.0,1.0,0.02651515151515149,0.0,0.0,0.0,0.3618134558200836,0.18,1.0,True,0,False,0,42,5.77
user14,0.9957094459964648,1.0,1.0,0.02985074626865669,0.0,0.0,0.0,0.4014832377433777,0.16,1.0,True,0,False,0,42,7.44
user15,0.9906298988151062,0.71144309067532,0.8229850410486039,0.043273753527751646,0.17614645196840753,0.17614645196840645,0.17873941674504432,0.06340892065426908,0.04,1.0,True,0,False,0,42,8.07
user16,0.9867324614987225,1.0,0.9999999999999999,0.057915974365060525,0.0,0.0,0.0,0.33458882570266724,0.3,1.0,True,0,False,0,42,5.93
user18,0.999021089311666,0.939001189060642,0.9911917649293169,0.01736111111111116,0.026278240190249703,0.02627824019024955,0.027777777777772954,0.3748941806210349,0.3,1.0,True,0,False,0,42,6.18
user19,0.9947165656665912,1.0,1.0,0.035317860746720484,0.0,0.0,0.0,0.44138985872268677,0.12,0.9994406701137258,True,0,False,0,42,5.85
user2,0.9968521593926055,0.8748451820658906,0.9976728681173503,0.026752539014119395,0.019230769230769273,0.019197423829576298,0.019230769230767688,0.2621939847102532,0.26,0.9969775222109388,True,0,False,0,42,8.4
user20,0.9923676611666983,0.6713920589633856,0.9226499398129213,0.034965034965035,0.08303613884926296,0.08303613884926248,0.08391608391606924,0.18969039876355878,0.2,0.9935322839355137,True,0,False,0,42,6.33
user21,0.9800236133717763,1.0,1.0,0.07569721115537853,0.0,0.0,0.0,0.5077611804008484,0.46,0.9999999999999999,True,0,False,0,42,7.64
user3,0.9784847622219118,1.0,0.9912416589436924,0.07832072429616768,0.050393700787401574,0.050353466451692606,0.050393700787397605,0.4579783635189527,0.5,1.0,True,0,False,0,42,7.58
user4,0.9901115120315872,0.9305237062286954,0.9995484176802244,0.0353529547022304,0.01189959714905485,0.011899597149054775,0.012688342585248796,0.5344730010260211,0.42,1.0,True,0,False,0,42,9.13
user5,0.9970041594177531,1.0,0.9999999999999999,0.024366471734892814,0.0,0.0,0.0,0.5112802982330322,0.5,1.0,True,0,False,0,42,6.54
user6,0.9980940063939622,1.0,0.9999673777442651,0.011747953008187968,0.0036900369003689537,0.003737985048059786,0.0036900369003683227,0.4711156959871779,0.48,1.0,True,0,False,0,42,6.39
user7,0.9488514319619389,1.0,1.0,0.13664174031271245,0.0,0.0,0.0,0.3983534574508667,0.28,1.0,True,0,False,0,42,7.32
user8,0.9996278121816522,1.0,1.0,0.006259972996194918,0.0,0.0,0.0,0.5604618191719055,0.18,1.0,True,0,False,0,42,8.27
user9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7730839252471924,0.5,1.0,True,0,False,0,42,5.85
user1,0.9976663232788553,1.0,1.0,0.015806111696522684,0.0,0.0,0.0,0.4941534996032715,0.34,1.0,True,0,False,1,43,6.81
user10,0.996363662747254,1.0,0.9998351529335994,0.019273262951141665,0.005033145101890499,0.005033145101890468,0.005434782608695159,0.3181060178403388,0.3,1.0,True,0,False,1,43,8.42
user12,0.9836483931145953,1.0,1.0,0.058064516129032295,0.0,0.0,0.0,0.3812304735183716,0.32,1.0,True,0,False,1,43,7.52
user13,0.9970648318314758,1.0,1.0,0.025729191368271283,0.0,0.0,0.0,0.40476396679878235,0.24,1.0,True,0,False,1,43,6.74
user14,0.9941526910566195,1.0,1.0,0.037752414398595224,0.0,0.0,0.0,0.3337656855583191,0.12,1.0,True,0,False,1,43,7.43
user15,0.9932045477073783,0.6123798444866222,0.8595592990868149,0.03422518826914835,0.14155390926345435,0.1415539092634535,0.1439322671683778,0.08731352462614206,0.06,0.9999999999999999,True,0,False,1,43,8.73
user16,0.9745291730951816,1.0,0.9997096260175089,0.09571564206028958,0.009019700925706147,0.009019700925706095,0.009191176470586544,0.32944695050603784,0.34,1.0,True,0,False,1,43,5.75
user18,0.9986025957028669,0.9390011890606421,0.939001189060642,0.01909722222222221,0.060998810939357904,0.06099881093935755,0.015624999999997287,0.28851974221341026,0.02,1.0,True,0,False,1,43,7.03
user19,0.9930908769301945,1.0,1.0,0.04371584699453557,0.0,0.0,0.0,0.46734511852264404,0.26,0.9930796171487252,True,0,False,1,43,5.78
user2,0.9972767922359204,0.9664354718850631,0.9995306833266643,0.02564102564102566,0.010403765172157542,0.010403765172157478,0.010416666666665832,0.1769315254903826,0.14,0.9939459986507517,True,0,False,1,43,9.57
user20,0.988395542581527,0.7836424155967665,0.8460524259383033,0.04895104895104896,0.1525202092249168,0.15252020922491588,0.15559440559437837,0.03400096819300738,0.02,1.0,True,0,False,1,43,5.88
user21,0.9843403702580468,0.9999999999999999,0.9999994104321438,0.06451994791050077,0.00011838522552385462,0.00011838522552385393,0.0019920318725095633,0.512616641269967,0.5,1.0,True,0,False,1,43,7.83
user3,0.9790060996034182,1.0,0.992788947471731,0.06647649758154534,0.047562941833064615,0.04756294183306432,0.048031496062988344,0.45797468258919705,0.5,1.0,True,0,False,1,43,7.83
user4,0.9899451176102114,0.9305237062286954,0.9961038000396635,0.03885804916732749,0.02776572668112798,0.02776572668112781,0.028548770816809788,0.5518944178382642,0.48,1.0,True,0,False,1,43,9.36
user5,0.9977479247565734,1.0,0.9999890447628608,0.01997556505803299,0.0009746588693957392,0.0005497861942577852,0.0009746588693956165,0.4848712488509479,0.5,1.0,True,0,False,1,43,6.63
user6,0.9980040215140492,1.0,1.0,0.014760147601476037,0.0,0.0,0.0,0.519275426864624,0.5,1.0,True,0,False,1,43,6.67
user7,0.9657228426470815,1.0,0.9999914038285516,0.09202150670539522,0.0016460905349794386,0.001730424572028912,0.0016460905349792883,0.4101832514627915,0.38,1.0,True,0,False,1,43,7.5
user8,0.9997289205138699,1.0,1.0,0.00453720508166966,0.0,0.0,0.0,0.6224232316017151,0.3,0.9999999999999999,True,0,False,1,43,8.52
user9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7333512306213379,0.5,1.0,True,0,False,1,43,6.22
user1,0.9962509137022373,1.0,1.0,0.025289778714436273,0.0,0.0,0.0,0.5074636936187744,0.3,1.0,True,0,False,2,44,6.38
user10,0.9964133392578202,1.0,0.9999650290709052,0.02633194205745151,0.0027173913043477826,0.002516572550945234,0.0027173913043475797,0.34810934523525444,0.3,1.0,True,0,False,2,44,8.03
user12,0.989812958770579,1.0,0.9999953665601823,0.04843357243577954,0.0014713996689350744,0.0014713996689350655,0.0018433179723500604,0.42816415472418284,0.4,1.0,True,0,False,2,44,8.05
user13,0.9986364152851732,1.0,1.0,0.01742945221721603,0.0,0.0,0.0,0.37852394580841064,0.26,1.0,True,0,False,2,44,6.14
user14,0.9947555515087634,1.0,1.0,0.029402718828812204,0.0,0.0,0.0,0.2976000905036926,0.18,1.0,True,0,False,2,44,7.56
user15,0.9898475283261199,0.7855874609685912,0.9833289165941279,0.041143696810138984,0.043273753527751646,0.04334782342496759,0.04327375352774757,0.4946194878165858,0.52,0.9906746051212953,True,2,False,2,44,23.12
user16,0.9811283636258918,1.0,0.9999919279959788,0.07951578447661999,0.0021955850937574175,0.0021955850937574045,0.001838235294117309,0.31376541083169723,0.32,1.0,True,0,False,2,44,6.08
user18,0.9979533603349188,0.9390011890606421,0.9869340608072401,0.02592152199762188,0.03298611111111116,0.03269916765755034,0.03298611111110538,0.3281539958430293,0.06,1.0,True,0,False,2,44,6.07
user19,0.994024437012292,1.0,1.0,0.03460837887067392,0.0,0.0,0.0,0.44865530729293823,0.2,0.9948110373529111,True,0,False,2,44,5.63
user2,0.997362736037804,0.9664354718850632,0.9996195051542464,0.022293782511766162,0.011217948717948678,0.010775328214020245,0.01121794871794782,0.19004352492215257,0.16,0.9979470860476597,True,0,False,2,44,8.52
user20,0.9927885134955392,0.7836424155967666,0.8764604095381556,0.04020979020979021,0.12583214455539704,0.12583214455539632,0.12587412587410385,0.13616950049663348,0.12,0.9930249843677785,True,0,False,2,44,6.27
user21,0.9546671252718498,1.0,0.9999764172857523,0.12578430211909553,0.0019920318725099584,0.002012548833905517,0.0019920318725095633,0.43492841795383697,0.44,1.0,True,0,False,2,44,7.47
user3,0.9787416223226344,1.0,0.9913705162397302,0.06753069577080491,0.05072553640084336,0.05072553640084304,0.05118110236220069,0.46353611389239047,0.5,1.0,True,0,False,2,44,7.38
user4,0.9858633304884171,0.9305237062286954,0.9997991766044185,0.04916732751784303,0.007930214115781098,0.007685156492097876,0.007930214115780498,0.5021662160293343,0.38,1.0,True,0,False,2,44,8.98
user5,0.9948006087301332,1.0,0.9999996427640063,0.036224801466096516,0.00030543677458766036,0.00030543677458765847,0.0009746588693956165,0.4966135074907348,0.5,1.0,True,0,False,2,44,6.43
user6,0.998685804764776,1.0,0.9999994526467159,0.01067995728017088,0.000177999288002848,0.00017799928800284694,0.0018450184501841614,0.44721305291819885,0.42,1.0,True,0,False,2,44,6.8
user7,0.9632471707024166,1.0,0.999536925770025,0.09547325102880655,0.01013534392188369,0.010135343921883628,0.010699588477365374,0.3779561312990175,0.38,1.0,True,0,False,2,44,7.62
user8,0.9994539147609143,1.0,1.0,0.006935068123235547,0.0,0.0,0.0,0.6260369420051575,0.34,1.0,True,0,False,2,44,8.92
user9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7753068208694458,0.5,1.0,True,0,False,2,44,6.06
user1,0.9972870355415033,1.0,1.0,0.017913593256059013,0.0,0.0,0.0,0.512588381767273,0.36,1.0,True,0,False,3,45,6.74
user10,0.9973940820069954,1.0,0.9999430679946057,0.01902173913043481,0.0027173913043477826,0.0024551927326294963,0.0027173913043475797,0.3550589597244592,0.34,1.0,True,0,False,3,45,7.05
user12,0.9853045935752838,1.0,0.9999953665601824,0.05990783410138245,0.0009216589861751334,0.0006130831953896106,0.0009216589861750302,0.46988365114136615,0.44,1.0,True,0,False,3,45,8.46
user13,0.9975708217460352,1.0,1.0,0.023298553474033673,0.0,0.0,0.0,0.40560632944107056,0.16,1.0,True,0,False,3,45,5.94
user14,0.9935664102120013,1.0,1.0,0.041264266900790214,0.0,0.0,0.0,0.3693010210990906,0.16,1.0,True,0,False,3,45,7.6
user15,0.9927998991359223,0.7503214351313292,0.7845961569242769,0.035747883349012244,0.21508602216371764,0.2150860221637163,0.21636876763873786,0.044309228053342135,0.02,1.0,True,0,False,3,45,8.28
user16,0.9847912536127672,1.0,1.0,0.0716911764705882,0.0,0.0,0.0,0.40833526849746704,0.32,1.0,True,0,False,3,45,5.96
user18,0.99862107155833,0.9390011890606421,0.9996306893248779,0.01914387633769322,0.01041666666666663,0.010404280618311473,0.010416666666664857,0.3766248924896504,0.26,1.0,True,0,False,3,45,5.47
user19,0.9966413677236347,1.0,1.0,0.03234997328901288,0.0,0.0,0.0,0.42675018310546875,0.22,0.9926998544750336,True,0,False,3,45,6.54
user2,0.9974121338754343,0.8725538766410701,0.9960408290619461,0.022435897435897467,0.018392370572207085,0.01839237057220697,0.018429487179485702,0.3325461417192984,0.34,0.9912992060193417,True,0,False,3,45,7.17
user20,0.9936689261760588,0.848133618640038,0.8919517239774016,0.036713286713286664,0.10990252020922492,0.10990252020922428,0.11188811188809232,0.1424008359322742,0.12,0.9931477041024387,True,0,False,3,45,7.2
user21,0.984501440196359,1.0,0.9999928072721544,0.06765715638688291,0.001953356221143601,0.00195335622114359,0.0019920318725095633,0.5310717545784026,0.5,1.0,True,0,False,3,45,5.77
user3,0.981322283864957,1.0,0.9910138759630118,0.06870891727644797,0.054330708661417315,0.054322212575963945,0.05433070866141304,0.4534036562527259,0.5,1.0,True,0,False,3,45,9.51
user4,0.9920335629663178,1.0,0.9998350554783232,0.028819336845367215,0.007930214115781098,0.007871087697551857,0.007930214115780498,0.5455149385291308,0.42,1.0,True,0,False,3,45,7.27
user5,0.9955197247853904,1.0,0.9999957131680758,0.03176542455711668,0.0012217470983506415,0.0012217470983506339,0.001949317738791233,0.474408589435483,0.5,1.0,True,0,False,3,45,7.81
user6,0.9976184658606999,1.0,1.0,0.016257268304260115,0.0,0.0,0.0,0.5325199365615845,0.5,1.0,True,0,False,3,45,5.6
user7,0.9542870861852658,1.0,0.9993677999116476,0.10288065843621397,0.012236573759347382,0.012236573759347308,0.012345679012344662,0.3777622391705931,0.36,1.0,True,0,False,3,45,9.08
user8,0.9996273109561,1.0,1.0,0.008162513808763962,0.0,0.0,0.0,0.6240143775939941,0.34,1.0,True,0,False,3,45,6.98
user9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7956558465957642,0.5,1.0,True,0,False,3,45,6.91
user1,0.997816052238685,1.0,1.0,0.016963579984191644,0.0,0.0,0.0,0.5498073697090149,0.36,1.0,True,0,False,4,46,7.07
user10,0.9968969277177026,0.931193223668058,0.9995250291776527,0.02498158605450528,0.006383501104836729,0.00638350110483669,0.007246376811593546,0.4052502036372713,0.42,1.0,True,0,False,4,46,6.59
user12,0.9842024282049912,1.0,1.0,0.05769112868616271,0.0,0.0,0.0,0.398749977350235,0.36,1.0,True,0,False,4,46,9.05
user13,0.9975068221340749,1.0,1.0,0.02083333333333337,0.0,0.0,0.0,0.3590104579925537,0.2,1.0,True,0,False,4,46,5.59
user14,0.9932751059677244,1.0,1.0,0.04471919788398843,0.0,0.0,0.0,0.3722749948501587,0.2,1.0,True,0,False,4,46,8.99
user15,0.9950873399858392,0.7855874609685912,0.9910830441621891,0.0297557093001898,0.030490418171799424,0.030490418171799236,0.031044214487297172,0.5965384995977003,0.62,0.9922630046429385,True,2,False,4,46,23.74
user16,0.9780449126303737,1.0,0.9999929097261976,0.08473771659150249,0.0013054830287206266,0.001305483028720619,0.003676470588234618,0.32854608043678124,0.32,1.0,True,0,False,4,46,5.83
user18,0.9983889879772758,0.9390011890606421,0.9994223972783723,0.02256944444444442,0.01041666666666663,0.010166468489892925,0.010416666666664857,0.432615878681342,0.32,1.0,True,0,False,4,46,5.42
user19,0.9964735117936494,1.0,1.0,0.028194930848222235,0.0,0.0,0.0,0.42142534255981445,0.16,0.9994096713796015,True,0,False,4,46,6.64
user2,0.9977880883875434,1.0,0.9995594635836461,0.022435897435897467,0.008814102564102533,0.008484022789199849,0.008814102564101858,0.257173404229816,0.24,0.9957406796421113,True,0,False,4,46,7.1
user20,0.9889846838848265,0.7836424155967665,0.9189622342707222,0.045454545454545414,0.07839990489776509,0.07839990489776463,0.08391608391606924,0.2279536036121749,0.22,0.9946750401000463,True,0,False,4,46,7.21
user21,0.976801212340174,1.0,0.9999959909385778,0.08964143426294824,0.0015390079318101102,0.001539007931810101,0.0019920318725095633,0.49722980717674464,0.5,1.0,True,0,False,4,46,5.68
user3,0.9810986268568097,1.0,0.9916291341512361,0.07373186158997892,0.053543307086614145,0.05364008433585481,0.053543307086609954,0.46774918956393646,0.5,1.0,True,0,False,4,46,9.57
user4,0.9897061299056065,0.9305237062286954,0.996902621050037,0.03731019522776573,0.026169706582077734,0.025658506352649362,0.02616970658207564,0.5281528426812695,0.44,1.0,True,0,False,4,46,7.3
user5,0.9969959727595648,1.0,0.9999991069100159,0.024366471734892814,0.0005497861942577886,0.0005497861942577852,0.0009746588693956165,0.4772678444169976,0.5,1.0,True,0,False,4,46,7.75
user6,0.9984140438591997,1.0,0.999994964349786,0.009967960128159488,0.0013646612080218347,0.0013646612080218266,0.0018450184501841614,0.5037074257495127,0.5,1.0,True,0,False,4,46,5.35
user7,0.9491253141226704,0.9999999999999999,0.9999867751208487,0.1201646090534979,0.0021630307150361534,0.0021630307150361404,0.0032921810699585766,0.38842467049789564,0.34,1.0,True,0,False,4,46,9.4
user8,0.9996245542155631,1.0,0.9999999999999999,0.005444646098003658,0.0,0.0,0.0,0.6182858943939209,0.36,1.0,True,0,False,4,46,7.06
user9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7830878496170044,0.5,1.0,True,0,False,4,46,7.05
user1,0.9974988152063372,1.0,1.0,0.022070894388034293,0.0,0.0,0.0,0.5525825023651123,0.38,1.0,True,0,False,5,47,6.98
user10,0.9985951304899355,1.0,1.0,0.019825681315983303,0.0,0.0,0.0,0.3301295340061188,0.22,1.0,True,0,False,5,47,7.02
user12,0.9768489049401793,1.0,0.9999999999999999,0.07951689044203299,0.0,0.0,0.0,0.4572729468345642,0.38,1.0,True,0,False,5,47,9.1
user13,0.9960927114098059,1.0,1.0,0.02651515151515149,0.0,0.0,0.0,0.34266963601112366,0.18,1.0,True,0,False,5,47,5.71
user14,0.9928898056097724,0.9999999999999999,1.0,0.0464415328781448,0.0,0.0,0.0,0.34752312302589417,0.16,1.0,True,0,False,5,47,8.25
user15,0.9911520167142238,0.10573685177248515,0.6364410128591906,0.03795995836649727,0.3568848343843752,0.356884834384373,0.3762935089369354,0.04460568428008424,0.04,1.0,True,2,True,5,47,23.66
user16,0.9769141230400301,1.0,0.9999469865681854,0.07904411764705888,0.003676470588235281,0.003679088535485381,0.003676470588234618,0.30560440346111667,0.32,1.0,True,0,False,5,47,7.89
user18,0.9981491631159994,0.939001189060642,0.9796696434469547,0.02253269916765755,0.03602853745541022,0.036028537455410015,0.036458333333327,0.3703208988685245,0.16,1.0,True,0,False,5,47,5.92
