duration_ms,disp_y,straight,traj,v_mean,v_max,v_start,peak_ratio,v_last5,mrl,a_first5,direction,session_id
117.0,23.4375,32.79534681250527,32.83348363408487,335.1797357864602,1630.034498532553,0.0,4.86315090486295,804.4313658875044,0.4920386091036288,0.0,-2.3454557319372933,session_1
61.0,10.546899999999823,16.67817233441346,16.792625614573453,259.44390368740846,521.7817824650443,216.06174796378687,2.011146779332046,305.7302477276361,0.7004680232231016,89.67105307044382,-2.4569742569935578,session_1
60.0,53.9063000000001,68.94229936649927,68.97424361373126,1263.4312485834525,7206.109396388308,0.0,5.7035978023101155,1516.117498300143,0.9223695456823405,1801.5273490970771,-0.8977151575833585,session_1
151.0,551.9531,593.0784694316701,607.0429295527734,3992.479408613703,7026.16312833374,220.10569642473794,1.759849118651884,4542.951203023698,0.871446974441521,1652.0465036800513,-1.1962065413759548,session_1
168.0,48.04690000000005,50.187761889245536,50.367202829837716,299.78773403883486,1154.9018137311648,0.0,3.8523856389531903,141.66153990035178,0.8297851910558957,41.18638691607056,-1.2776621634024758,session_1
144.0,370.89840000000004,381.4553625101763,390.4085907582365,2646.5996004201115,5253.256928061121,158.6498699746574,1.9849073287549461,2371.122376010097,0.8461737791219457,1240.0376050453697,-1.3349824514313597,session_1
84.0,269.5312999999999,279.32082467347027,285.13363409636605,3414.403468468441,7979.4889952384,2005.2005427836102,2.3370075422896996,4259.92522387934,0.8782678854482153,970.4626217761947,-1.3052619295984418,session_1
233.0,11.718800000000101,12.072387319503234,12.175808056761191,72.42469060601707,282.06261197826655,0.0,3.894510492314629,136.79655783538942,0.7811228861463602,0.0,-1.328173030690176,session_1
160.0,269.5312,308.8589219723725,312.1009208073879,1895.2403092001098,3022.253025516656,162.8997762580653,1.5946534147634235,1879.4574457488266,0.9183307324701475,682.9812998881454,-1.0606389797810127,session_1
99.0,319.92184999999995,364.06378675650365,366.5626616626316,3519.043289410768,10333.722376036618,45.114859840132624,2.9365138731365343,5839.077207147291,0.8660747664893143,1103.6705637349196,-1.073241446602085,session_1
107.0,339.8436999999999,372.0212971542178,374.6404053093997,3454.5301710228405,6934.052593899088,108.40787258473559,2.0072340501840102,4399.35843010813,0.8724131358321632,1544.3009875224473,-1.151820391963918,session_1
973.0,320.50779999999986,334.26848035740653,354.4718579437364,363.6632279341235,3565.5968176756774,29.74446325987127,9.80463995023886,153.79836636008912,0.8568897867470141,320.9052468492436,-1.2828652916553953,session_1
173.0,310.54689999999994,324.04422148998424,329.2974786502895,1832.6768775335197,3880.2105608385373,486.56322947199277,2.1172354445946917,1697.6306042648714,0.9144365361092791,970.0526402096343,-1.2811581794777773,session_1
160.0,123.04685999999992,163.09630141882303,183.26072180693052,1136.5025280687626,3784.842661025156,67.39725076123356,3.33025157207973,1955.172621436337,0.7786448353397966,217.652821920041,-0.8548050652796756,session_1
178.0,82.03125999999997,106.73701168764134,107.70267605878315,670.4519298708178,1756.1176747890843,0.0,2.619300470694417,661.557127218676,0.9204035639767657,100.72597884512336,-0.8765501559224219,session_1
234.0,81.44530999999995,87.86144889538355,88.35609754003316,367.7769364881383,1204.5734881128953,48.121017787801556,3.2752739319144712,18.96272727272762,0.8527637173023523,100.90113230311862,-1.1862650280886105,session_1
289.0,41.01565000000005,44.452418992574586,47.694154998334376,191.06282292601253,858.2126758859021,0.0,4.491759155359494,163.71462994778616,0.7452806427869243,0.0,-1.1749915214967108,session_1
262.0,67.38280999999995,76.45468768964393,77.12762932251356,331.92723709108725,1171.23201795558,0.0,3.5285699951889673,71.49471070046165,0.8470562600776714,0.0,-1.078697345897314,session_1
233.0,160.54690000000005,207.7402884582854,209.26028800179498,970.8873802705697,2850.873170383917,38.22409974460483,2.93635522714715,419.6921076818333,0.9343857382842355,328.02287698659535,-0.8832807417917174,session_1
155.0,166.99219000000005,226.08151752473296,229.024371584997,1563.2655546196042,6328.427277009766,0.0,4.048207427139441,3367.6235088792323,0.8338757203408314,43.70113636363726,-0.8310462730374872,session_1
256.0,39.257799999999975,41.583226624729306,41.82009262182537,175.24258659654492,701.8842762712801,0.0,4.005192371959353,108.43887575250687,0.8381633300656149,17.665846150096876,-1.23478633348201,session_1
323.0,77.92970000000003,83.91110230426962,84.4555976497003,269.7984317299927,977.1453905413392,0.0,3.6217474005624943,43.564594223585615,0.825290639535854,0.0,-1.1909385802682537,session_1
367.0,109.57030000000009,115.6213549890007,121.79044005835969,328.56783174895673,2981.279951718761,0.0,9.073532434131215,96.67229525384897,0.4672978023892153,0.0,-1.2458407231053943,session_1
128.0,255.46879999999987,276.2832143419952,283.6258323511585,2149.925551051572,3618.61416349061,175.64662688711618,1.6831338548382844,2618.493110230226,0.8354607559200184,904.6535408726525,-1.1801490047582577,session_1
283.0,18.164099999999962,18.171753252936234,18.50643707061017,88.08231737321051,938.4809720704262,0.0,10.654468973892824,339.2803373542074,0.7720285847208499,0.0,-1.541772487597942,session_1
267.0,63.2811999999999,68.96715255005446,69.80316206905253,288.0445852078222,1358.4104947673927,0.0,4.7159566559137245,399.14899012673317,0.7757287598879611,0.0,-1.1618885421914416,session_1
93.0,277.73440000000005,300.2851361778835,303.408803079609,3220.717256702775,7788.220158746881,567.3764212476499,2.4181625146932615,4614.648191583638,0.8622314587729395,1331.2202406060494,-1.1807784320969108,session_1
83.0,521.4844,536.5606922135703,541.4888223808899,6459.410425626284,18231.327881999925,1461.7530835242212,2.8224441331715098,9458.004830887523,0.8296722712797366,2313.255659746784,1.808411967896069,session_1
71.0,434.7656999999999,442.0930181618203,442.6369110297155,6184.23078549701,17551.25970438689,2081.567362808048,2.8380662810128388,8347.191108651907,0.8369874498107803,2760.1569674381753,1.7531155090199473,session_1
350.0,459.961,504.06251095966263,540.0417466755343,1612.3273025579836,7695.540632892528,321.2906652012293,4.772936517137009,2902.7554934316004,0.7564630772063525,610.472541060059,1.9922191293325937,session_1
127.0,408.98440000000005,424.47952673110456,425.51254901624327,3332.1865484014256,9720.972958448341,265.9820461833593,2.917294665215304,5116.253896215085,0.8791114566972257,830.0918840156962,1.8418243758122772,session_1
517.0,524.414,544.4491017279853,573.9912830600023,1113.6333825540412,7576.220121160138,76.15858882603892,6.8031485376597445,5138.714649315694,0.5717938744334904,80.33413395632118,1.8429241846352986,session_1
167.0,354.49220000000014,377.3928453852725,378.91687714956765,2169.442103842726,3928.6816558768232,37.57487746403282,1.8109171191989155,2907.0204900105564,0.7478274373590423,162.91938740622635,1.9209534788269813,session_1
133.0,361.5235,375.648254108668,375.8452859084555,2684.898441548645,8617.170767811498,100.36614752206299,3.2094947894365564,5008.400227077215,0.8089657250247415,130.49488370265593,1.8458928260510319,session_1
81.0,352.1483999999999,365.27191077641044,366.0672559871784,4323.259579607311,8804.7963283159,996.0154108398929,2.0366101386180278,6201.133661962345,0.8633245443482175,1684.7281291914967,1.839665372678245,session_1
256.0,157.0311999999999,157.67538115148974,169.3277070450469,695.3755136666673,1915.094339992433,277.10091805136244,2.754039433823105,132.20691866288809,0.5889776989224317,467.07718831499994,1.6612206005593302,session_1
186.0,260.74220000000014,275.29747806118763,277.94269294677207,1402.2689416692772,2474.931245368242,146.84572539684868,1.7649463714682903,1735.467332192554,0.8392851637441026,276.54229891892294,1.8974265935433448,session_1
77.0,249.60930000000008,262.5698344824229,263.24752451879465,3630.6461252321824,9197.939474553099,1889.342177127791,2.5334159881938083,4692.877103430986,0.8099766884226691,1331.025961524691,1.8863017567948133,session_1
228.0,19.921800000000076,29.014246736388095,40.12255715817484,190.939191692649,906.0271277671351,53.404220974578095,4.745083367390461,373.6336123576335,0.5012431466904871,41.94772727272649,2.38476121056669,session_1
