owner_id,auc_val,auc_test,eer_test,far_at_eer,frr_at_eer,thr,n_train_pos,n_train_neg,n_val,n_test,run,seed
user4,1.0,0.9130434782608696,0.08695652173913043,0.08695652173875237,0.9999999999,0.32652273644571717,4,92,24,24,2,44
user5,0.9565217391304348,1.0,0.0,0.0,0.0,0.4716064929962158,4,92,24,24,2,44
user6,1.0,1.0,0.0,0.0,0.0,0.35958701372146606,4,92,24,24,2,44
user7,1.0,1.0,0.0,0.0,0.0,0.3367782533168793,4,92,24,24,2,44
user8,1.0,1.0,0.0,0.0,0.0,0.36848369240760803,4,92,24,24,2,44
user9,1.0,1.0,0.0,0.0,0.0,0.671765148639679,4,92,24,24,2,44
user1,1.0,1.0,0.0,0.0,0.0,0.5408551692962646,4,92,24,24,3,45
user10,1.0,1.0,0.0,0.0,0.0,0.5394312143325806,4,92,24,24,3,45
user12,0.8695652173913043,1.0,0.0,0.0,0.0,0.6094428896903992,4,92,24,24,3,45
user13,1.0,0.8260869565217391,0.17391304347826086,0.17391304347750475,0.9999999999,0.07263048932604167,4,92,24,24,3,45
user14,1.0,1.0,0.0,0.0,0.0,0.39035794138908386,4,92,24,24,3,45
user15,1.0,0.7391304347826086,0.2608695652173913,0.2608695652162571,0.9999999999,0.1365259613679803,4,92,24,24,3,45
user16,1.0,1.0,0.0,0.0,0.0,0.5313559174537659,4,92,24,24,3,45
user17,1.0,1.0,0.0,0.0,0.0,0.7699359059333801,4,92,24,24,3,45
user18,1.0,1.0,0.0,0.0,0.0,0.7631325125694275,4,92,24,24,3,45
user19,1.0,1.0,0.0,0.0,0.0,0.4561665654182434,4,92,24,24,3,45
user2,0.9130434782608696,0.608695652173913,0.391304347826087,0.39130434782438567,0.9999999999,0.05574793012245842,4,92,24,24,3,45
user20,1.0,1.0,0.0,0.0,0.0,0.49635374546051025,4,92,24,24,3,45
user21,1.0,1.0,0.0,0.0,0.0,0.612520158290863,4,92,24,24,3,45
user22,1.0,1.0,0.0,0.0,0.0,0.7794414162635803,4,92,24,24,3,45
user23,1.0,1.0,0.0,0.0,0.0,0.4545682966709137,4,92,24,24,3,45
user24,0.9565217391304348,1.0,0.0,0.0,0.0,0.494694322347641,4,92,24,24,3,45
user25,1.0,1.0,0.0,0.0,0.0,0.4014829695224762,4,92,24,24,3,45
user3,1.0,1.0,0.0,0.0,0.0,0.8132370710372925,4,92,24,24,3,45
user4,0.9565217391304348,0.9565217391304348,0.043478260869565216,0.04347826086937619,0.9999999999,0.3686848839987879,4,92,24,24,3,45
user5,0.9565217391304348,1.0,0.0,0.0,0.0,0.5736637711524963,4,92,24,24,3,45
user6,1.0,1.0,0.0,0.0,0.0,0.47378721833229065,4,92,24,24,3,45
user7,1.0,1.0,0.0,0.0,0.0,0.5966020822525024,4,92,24,24,3,45
user8,1.0,1.0,0.0,0.0,0.0,0.47650086879730225,4,92,24,24,3,45
user9,1.0,1.0,0.0,0.0,0.0,0.5094375610351562,4,92,24,24,3,45
user1,1.0,1.0,0.0,0.0,0.0,0.39140963554382324,4,92,24,24,4,46
user10,1.0,1.0,0.0,0.0,0.0,0.4719451069831848,4,92,24,24,4,46
user12,1.0,1.0,0.0,0.0,0.0,0.39975112676620483,4,92,24,24,4,46
user13,1.0,1.0,0.0,0.0,0.0,0.3213311433792114,4,92,24,24,4,46
user14,1.0,1.0,0.0,0.0,0.0,0.3657510280609131,4,92,24,24,4,46
user15,1.0,0.9565217391304348,0.043478260869565216,0.04347826086937619,0.9999999999,0.12813402388406836,4,92,24,24,4,46
user16,1.0,1.0,0.0,0.0,0.0,0.34532099962234497,4,92,24,24,4,46
user17,1.0,1.0,0.0,0.0,0.0,0.7765127420425415,4,92,24,24,4,46
user18,1.0,1.0,0.0,0.0,0.0,0.5703800916671753,4,92,24,24,4,46
user19,0.9130434782608696,1.0,0.0,0.0,0.0,0.5153592824935913,4,92,24,24,4,46
user2,0.8695652173913043,1.0,0.0,0.0,0.0,0.2432638257741928,4,92,24,24,4,46
user20,1.0,0.3913043478260869,0.6086956521739131,0.6086956521712665,0.9999999999,0.017230347406281078,4,92,24,24,4,46
user21,1.0,1.0,0.0,0.0,0.0,0.6551006436347961,4,92,24,24,4,46
user22,1.0,1.0,0.0,0.0,0.0,0.5280486941337585,4,92,24,24,4,46
user23,1.0,1.0,0.0,0.0,0.0,0.39524802565574646,4,92,24,24,4,46
user24,0.9565217391304348,1.0,0.0,0.0,0.0,0.4998736083507538,4,92,24,24,4,46
user25,1.0,1.0,0.0,0.0,0.0,0.397737056016922,4,92,24,24,4,46
user3,1.0,1.0,0.0,0.0,0.0,0.7865874171257019,4,92,24,24,4,46
user4,0.9130434782608696,0.8695652173913043,0.13043478260869565,0.13043478260812855,0.9999999999,0.18312360799830893,4,92,24,24,4,46
user5,0.9130434782608696,1.0,0.0,0.0,0.0,0.3660336434841156,4,92,24,24,4,46
user6,1.0,1.0,0.0,0.0,0.0,0.48582229018211365,4,92,24,24,4,46
user7,1.0,1.0,0.0,0.0,0.0,0.5518054366111755,4,92,24,24,4,46
user8,1.0,1.0,0.0,0.0,0.0,0.6274012923240662,4,92,24,24,4,46
user9,1.0,1.0,0.0,0.0,0.0,0.7166390419006348,4,92,24,24,4,46
user1,1.0,1.0,0.0,0.0,0.0,0.4843007028102875,4,92,24,24,5,47
user10,1.0,1.0,0.0,0.0,0.0,0.5477578043937683,4,92,24,24,5,47
user12,1.0,0.9565217391304348,0.043478260869565216,0.04347826086937619,0.9999999999,0.15359857289687445,4,92,24,24,5,47
user13,1.0,1.0,0.0,0.0,0.0,0.23929262161254883,4,92,24,24,5,47
user14,1.0,1.0,0.0,0.0,0.0,0.5373067855834961,4,92,24,24,5,47
user15,0.9130434782608696,0.9130434782608696,0.08695652173913043,0.08695652173875237,0.9999999999,0.22246983841709467,4,92,24,24,5,47
