session_id,hold_ms,displacement,timestamp_ms
session_1,50.0,5.0,1777546081143.0
session_1,65.0,9.219544457292887,1777546081345.0
session_1,66.0,3.1622776601683795,1777546081552.0
session_1,49.0,2.23606797749979,1777546081761.0
session_1,57.0,5.830951894845301,1777546081961.0
session_1,53.0,4.47213595499958,1777546082165.0
session_1,83.0,5.830951894845301,1777546082427.0
session_1,66.0,21.2602916254693,1777546082677.0
session_1,40.0,0.0,1777546082886.0
session_1,41.0,0.0,1777546083102.0
session_1,92.0,0.0,1777546083601.0
session_1,90.0,0.0,1777546083986.0
session_1,49.0,5.830951894845301,1777546084236.0
session_1,57.0,0.0,1777546084469.0
session_1,83.0,5.0,1777546084652.0
session_1,76.0,19.209372712298546,1777546085042.0
session_1,73.0,10.198039027185569,1777546085270.0
session_1,82.0,5.0990195135927845,1777546085494.0
session_1,66.0,2.23606797749979,1777546085735.0
session_1,58.0,0.0,1777546085952.0
session_1,93.0,12.36931687685298,1777546086275.0
session_1,99.0,17.26267650163207,1777546086469.0
session_1,91.0,7.0710678118654755,1777546086669.0
session_1,58.0,8.48528137423857,1777546087735.0
session_1,83.0,2.5,1777546087935.0
session_1,41.0,0.0,1777546088102.0
session_1,41.0,2.8284271247461903,1777546089102.0
session_1,92.0,245.98577194626523,1777546089369.0
session_1,82.0,2.692582403567252,1777546089536.0
session_1,51.0,12.649110640673518,1777546090550.0
session_1,91.0,12.103718436910205,1777546090827.0
session_1,55.0,17.88854381999832,1777546091230.0
session_1,32.0,5.830951894845301,1777546091444.0
session_1,67.0,1.0,1777546091776.0
session_1,91.0,0.0,1777546092135.0
session_1,81.0,0.0,1777546092487.0
session_1,74.0,2.0,1777546092627.0
session_1,74.0,1.4142135623730951,1777546092819.0
session_1,58.0,4.242640687119285,1777546092893.0
session_1,124.0,27.80287754891569,1777546093136.0
session_1,65.0,14.422205101855956,1777546093361.0
session_1,83.0,13.152946437965905,1777546093677.0
session_1,91.0,5.830951894845301,1777546095027.0
session_1,74.0,1.0,1777546095194.0
session_1,91.0,1.0,1777546095469.0
session_1,68.0,1.4142135623730951,1777546109732.0
session_1,60.0,1.4142135623730951,1777546111348.0
session_1,43.0,5.830951894845301,1777546111674.0
session_1,49.0,0.0,1777546111909.0
session_1,58.0,14.317821063276353,1777546112134.0
session_1,124.0,2.0,1777546112426.0
session_1,82.0,8.06225774829855,1777546112576.0
session_1,99.0,1.0,1777546112760.0
session_1,74.0,11.180339887498949,1777546112868.0
session_1,58.0,4.123105625617661,1777546113850.0
session_1,92.0,9.82344135219425,1777546114066.0
session_1,74.0,8.0,1777546114376.0
session_1,91.0,5.385164807134504,1777546114526.0
session_1,55.0,2.23606797749979,1777546115495.0
session_1,64.0,3.1622776601683795,1777546115786.0
session_1,90.0,11.704699910719626,1777546115993.0
session_1,49.0,1.4142135623730951,1777546116284.0
session_1,82.0,5.656854249492381,1777546117593.0
session_1,75.0,14.866068747318506,1777546117892.0
session_1,41.0,0.0,1777546118109.0
session_1,57.0,12.806248474865697,1777546119251.0
session_1,90.0,3.1622776601683795,1777546119393.0
session_1,74.0,6.4031242374328485,1777546586392.0
session_1,49.0,0.0,1777546586742.0
session_1,74.0,15.231546211727817,1777546587034.0
session_1,101.0,2.23606797749979,1777546587373.0
session_1,65.0,1.4142135623730951,1777546587684.0
session_1,91.0,19.313207915827967,1777546587859.0
session_1,48.0,0.0,1777546588126.0
session_1,73.0,0.0,1777546588293.0
session_1,42.0,16.278820596099706,1777546588874.0
session_1,58.0,0.0,1777546589183.0
session_1,40.0,16.0312195418814,1777546589376.0
session_1,49.0,19.72308292331602,1777546589550.0
session_1,38.0,2.23606797749979,1777546589761.0
session_1,74.0,13.601470508735444,1777546589950.0
session_1,65.0,16.76305461424021,1777546590134.0
session_1,50.0,13.45362404707371,1777546590583.0
session_1,74.0,3.0,1777546590775.0
session_1,66.0,6.082762530298219,1777546591017.0
session_1,49.0,0.0,1777546591234.0
session_1,32.0,4.242640687119285,1777546596876.0
session_1,25.0,0.0,1777546599366.0
session_1,42.0,3.3684276029768085,1777546599683.0
session_1,57.0,11.180339887498949,1777546599917.0
session_1,47.0,12.083045973594572,1777546600136.0
session_1,48.0,0.0,1777546600526.0
session_1,65.0,3.605551275463989,1777546600818.0
session_1,49.0,3.0,1777546601084.0
session_1,56.0,6.324555320336759,1777546601293.0
session_1,58.0,8.246211251235321,1777546601541.0
session_1,65.0,13.45362404707371,1777546601784.0
session_1,57.0,15.811388300841896,1777546602034.0
session_1,49.0,2.23606797749979,1777546602242.0
session_1,58.0,7.211102550927978,1777546602483.0
session_1,46.0,5.0990195135927845,1777546602895.0
session_1,59.0,4.47213595499958,1777546604640.0
session_1,57.0,1.4142135623730951,1777546604925.0
session_1,47.0,2.1213203435596424,1777546605252.0
session_1,50.0,1.4142135623730951,1777546606065.0
session_1,50.0,0.0,1777546606432.0
session_1,58.0,0.0,1777546606691.0
session_1,66.0,4.242640687119285,1777546606933.0
session_1,41.0,3.1622776601683795,1777546607141.0
session_1,51.0,0.0,1777546607473.0
session_1,65.0,8.06225774829855,1777546607709.0
session_1,58.0,4.123105625617661,1777546607941.0
session_1,49.0,1.4142135623730951,1777546608166.0
session_1,50.0,0.0,1777546608899.0
session_1,58.0,10.770329614269007,1777546609282.0
session_1,59.0,0.0,1777546609706.0
session_1,75.0,15.811388300841896,1777546610115.0
session_1,75.0,1.4142135623730951,1777546610399.0
session_1,65.0,6.324555320336759,1777546610700.0
session_1,57.0,0.0,1777546610908.0
session_1,68.0,1.0,1777546611231.0
session_1,76.0,6.324555320336759,1777546611456.0
session_1,58.0,0.0,1777546611683.0
session_1,53.0,6.4031242374328485,1777546612337.0
session_1,66.0,0.0,1777546612566.0
session_1,66.0,16.492422502470642,1777546612833.0
session_1,49.0,6.4031242374328485,1777546613042.0
session_1,34.0,0.0,1777546614990.0
session_1,58.0,2.692582403567252,1777546615241.0
session_1,70.0,3.0,1777546615454.0
session_1,74.0,14.080127840328723,1777546615667.0
session_1,83.0,4.5,1777546617400.0
session_1,40.0,0.0,1777546617734.0
session_1,33.0,0.0,1777546618133.0
session_1,33.0,0.0,1777546618308.0
session_1,34.0,0.0,1777546618699.0
session_1,49.0,0.0,1777546618967.0
session_1,57.0,2.0,1777546619159.0
session_2,91.0,24.186773244895647,1777682913802.0
session_2,82.0,6.324555320336759,1777682914078.0
session_2,65.0,3.1622776601683795,1777682918095.0
session_2,65.0,8.246211251235321,1777682918378.0
session_2,49.0,2.23606797749979,1777682918594.0
session_2,116.0,20.615528128088304,1777682918819.0
session_2,74.0,1.5,1777682919120.0
session_2,82.0,3.1622776601683795,1777682919437.0
session_2,66.0,3.605551275463989,1777682919661.0
session_2,64.0,0.0,1777682919930.0
session_2,58.0,0.0,1777682920186.0
session_2,82.0,2.23606797749979,1777682930405.0
session_2,59.0,4.123105625617661,1777682930812.0
session_2,108.0,12.0,1777682953521.0
session_2,113.0,4.47213595499958,1777682953791.0
session_2,96.0,12.041594578792296,1777682954125.0
session_2,84.0,7.615773105863909,1777682954554.0
session_2,99.0,9.055385138137417,1777682954864.0
session_2,68.0,5.830951894845301,1777682955645.0
session_2,75.0,5.385164807134504,1777682956004.0
session_2,83.0,16.278820596099706,1777682956230.0
session_2,82.0,15.297058540778355,1777682956473.0
session_2,74.0,4.123105625617661,1777682956781.0
session_2,68.0,10.198039027185569,1777682957228.0
session_2,75.0,7.158910531638177,1777682958846.0
session_2,84.0,19.697715603592208,1777682960638.0
session_2,73.0,8.06225774829855,1777682989198.0
session_2,76.0,2.23606797749979,1777682989561.0
session_2,82.0,2.8284271247461903,1777682989864.0
session_2,68.0,6.082762530298219,1777682992528.0
session_2,74.0,7.615773105863909,1777682992822.0
session_2,57.0,3.1622776601683795,1777682993197.0
session_2,76.0,5.385164807134504,1777683016405.0
session_2,53.0,1.4142135623730951,1777683016777.0
session_2,65.0,4.123105625617661,1777683018374.0
session_2,66.0,2.23606797749979,1777683018623.0
session_2,64.0,3.605551275463989,1777683018975.0
session_2,85.0,5.0990195135927845,1777683019312.0
session_2,72.0,10.198039027185569,1777683019625.0
session_2,72.0,23.0,1777683019925.0
session_2,90.0,10.04987562112089,1777683020240.0
session_2,65.0,2.0,1777683020548.0
session_2,80.0,15.297058540778355,1777683020850.0
session_2,66.0,0.0,1777683032123.0
session_2,75.0,9.219544457292887,1777683032647.0
session_2,65.0,0.0,1777683056035.0
session_2,63.0,10.04987562112089,1777683056604.0
session_2,85.0,1.8027756377319946,1777683056932.0
session_2,83.0,9.219544457292887,1777683057184.0
session_2,82.0,1.4142135623730951,1777683057510.0
session_2,64.0,1.0,1777683057787.0
session_2,80.0,10.198039027185569,1777683058012.0
session_2,100.0,22.847319317591726,1777683059017.0
session_2,82.0,4.924428900898052,1777683059735.0
session_2,59.0,3.1622776601683795,1777683061524.0
session_2,100.0,23.259406699226016,1777683082560.0
session_2,89.0,5.385164807134504,1777683082863.0
session_2,76.0,3.1622776601683795,1777683083176.0
session_2,50.0,7.211102550927978,1777683083577.0
session_2,73.0,16.15549442140351,1777683083854.0
session_2,54.0,5.385164807134504,1777683084148.0
session_2,66.0,5.0,1777683084353.0
session_2,64.0,3.0,1777683085763.0
session_2,74.0,7.211102550927978,1777683086045.0
session_2,74.0,3.1622776601683795,1777683983878.0
session_2,67.0,0.0,1777683984460.0
session_2,49.0,10.04987562112089,1777683984628.0
session_2,55.0,7.0710678118654755,1777683985038.0
session_2,69.0,11.045361017187261,1777683985383.0
session_2,84.0,0.0,1777684007151.0
session_2,62.0,4.123105625617661,1777684007548.0
session_2,74.0,5.385164807134504,1777684007761.0
session_2,95.0,0.0,1777684008148.0
session_2,99.0,11.180339887498949,1777684008386.0
session_2,57.0,2.23606797749979,1777684008661.0
session_2,73.0,12.529964086141668,1777684009136.0
session_2,74.0,8.94427190999916,1777684009344.0
session_2,49.0,0.0,1777684010977.0
session_2,64.0,19.313207915827967,1777684012071.0
session_2,88.0,1.0,1777684080172.0
session_2,56.0,5.385164807134504,1777684080504.0
session_2,83.0,3.0,1777684080811.0
session_2,34.0,0.0,1777684081276.0
session_2,80.0,4.47213595499958,1777684081605.0
session_2,41.0,1.4142135623730951,1777684081895.0
session_2,82.0,10.0,1777684082145.0
session_2,48.0,0.0,1777684082429.0
session_2,91.0,0.0,1777684082720.0
session_2,66.0,5.0,1777684082928.0
session_2,72.0,2.23606797749979,1777684083222.0
session_2,57.0,5.0,1777684083487.0
session_2,58.0,3.0,1777684083744.0
session_2,74.0,7.810249675906654,1777684084020.0
session_2,66.0,5.0990195135927845,1777684084303.0
session_2,67.0,2.23606797749979,1777684084602.0
session_2,66.0,1.4142135623730951,1777684084861.0
session_2,65.0,0.0,1777684085162.0
session_2,57.0,0.0,1777684085429.0
session_2,64.0,6.4031242374328485,1777684085655.0
session_2,39.0,0.0,1777684085939.0
session_2,65.0,0.0,1777684086204.0
session_2,57.0,4.123105625617661,1777684086479.0
session_2,64.0,5.830951894845301,1777684086755.0
session_2,65.0,2.0,1777684087037.0
session_2,82.0,2.23606797749979,1777684087254.0
session_2,46.0,0.0,1777684087548.0
session_2,73.0,3.5355339059327378,1777684087821.0
session_2,63.0,0.0,1777684088123.0
session_2,75.0,3.1622776601683795,1777684088619.0
session_2,72.0,0.0,1777684088839.0
session_2,69.0,0.0,1777684089317.0
session_2,57.0,4.716990566028302,1777684089596.0
session_2,73.0,5.656854249492381,1777684089880.0
session_2,74.0,7.0710678118654755,1777684090162.0
session_2,74.0,2.8284271247461903,1777684090437.0
session_2,90.0,0.0,1777684090746.0
session_2,81.0,1.4142135623730951,1777684091080.0
session_2,83.0,7.615773105863909,1777684091345.0
session_2,62.0,3.605551275463989,1777684091741.0
session_2,48.0,1.4142135623730951,1777684092104.0
session_2,78.0,2.23606797749979,1777684154133.0
session_2,56.0,6.0,1777684154530.0
session_2,65.0,7.810249675906654,1777684154829.0
session_2,91.0,12.165525060596439,1777684155120.0
session_2,91.0,5.5901699437494745,1777684155653.0
session_2,73.0,7.211102550927978,1777684155971.0
session_2,76.0,3.605551275463989,1777684157001.0
session_3,68.0,0.0,1777710825275.0
session_3,68.0,19.72308292331602,1777710825642.0
session_3,85.0,0.0,1777710825875.0
session_3,49.0,1.0,1777710826145.0
session_3,65.0,10.816653826391969,1777710826370.0
session_3,82.0,18.027756377319946,1777710826603.0
session_3,74.0,0.0,1777710826877.0
session_3,48.0,2.8284271247461903,1777710827195.0
session_3,50.0,1.0,1777710827435.0
session_3,73.0,5.0,1777710827645.0
session_3,57.0,0.0,1777710827912.0
session_3,41.0,3.1622776601683795,1777710828194.0
session_3,74.0,15.620499351813308,1777710828394.0
session_3,83.0,15.297058540778355,1777710828644.0
session_3,74.0,0.0,1777710828911.0
session_3,57.0,5.830951894845301,1777710829211.0
session_3,57.0,2.0,1777710829420.0
session_3,69.0,8.06225774829855,1777710829641.0
session_3,74.0,0.0,1777710829886.0
session_3,40.0,6.4031242374328485,1777710830170.0
session_3,61.0,4.47213595499958,1777710830374.0
session_3,49.0,0.0,1777710830603.0
session_3,33.0,0.0,1777710831427.0
session_3,66.0,6.708203932499369,1777710831886.0
session_3,66.0,1.0,1777710832402.0
session_3,49.0,0.0,1777710832628.0
session_3,49.0,0.0,1777710833069.0
session_3,40.0,1.0,1777710833320.0
session_3,58.0,2.0,1777710833544.0
session_3,74.0,2.0,1777710833761.0
session_3,73.0,0.0,1777710833995.0
session_3,50.0,5.0,1777710834460.0
session_3,77.0,11.704699910719626,1777710835734.0
session_3,69.0,1.4142135623730951,1777710836158.0
session_3,73.0,8.06225774829855,1777710836470.0
session_3,55.0,5.385164807134504,1777710836697.0
session_3,83.0,0.0,1777710836944.0
session_3,57.0,1.4142135623730951,1777710837245.0
session_3,58.0,5.385164807134504,1777710837769.0
session_3,65.0,2.0,1777710837995.0
session_3,57.0,2.0,1777710838253.0
session_3,74.0,2.23606797749979,1777710838470.0
session_3,56.0,1.4142135623730951,1777710838771.0
session_3,57.0,2.8284271247461903,1777710839003.0
session_3,82.0,0.0,1777710839220.0
session_3,65.0,4.47213595499958,1777710839487.0
session_3,49.0,2.23606797749979,1777710839770.0
session_3,74.0,4.123105625617661,1777710839970.0
session_3,66.0,0.0,1777710840219.0
session_3,49.0,0.0,1777710840486.0
session_3,42.0,3.0,1777710840826.0
session_3,74.0,3.605551275463989,1777710841078.0
session_3,74.0,1.0,1777710841328.0
session_3,77.0,0.0,1777710841558.0
session_3,67.0,1.4142135623730951,1777710844884.0
session_3,65.0,12.041594578792296,1777710845195.0
session_3,49.0,0.0,1777710845452.0
session_3,74.0,2.0,1777710845736.0
session_3,50.0,0.0,1777710846093.0
session_3,43.0,9.0,1777710846534.0
session_3,82.0,21.37755832643195,1777710846903.0
session_3,66.0,2.8284271247461903,1777710847119.0
session_3,57.0,0.0,1777710847328.0
session_3,63.0,0.0,1777710847689.0
session_3,70.0,8.06225774829855,1777710848207.0
session_3,57.0,6.082762530298219,1777710848853.0
session_3,41.0,8.54400374531753,1777710849103.0
session_3,47.0,3.1622776601683795,1777710849297.0
session_3,91.0,0.0,1777710849503.0
session_3,83.0,1.0,1777710849711.0
session_3,64.0,3.1622776601683795,1777710849955.0
session_3,65.0,2.23606797749979,1777710850179.0
session_3,83.0,1.4142135623730951,1777710850386.0
session_3,73.0,3.605551275463989,1777710850604.0
session_3,73.0,9.0,1777711135353.0
session_3,33.0,0.0,1777711135843.0
session_3,59.0,22.02271554554524,1777711136242.0
session_3,60.0,13.601470508735444,1777711136575.0
session_3,32.0,9.0,1777711136811.0
session_3,73.0,3.605551275463989,1777711137086.0
session_3,57.0,1.4142135623730951,1777711137377.0
session_3,58.0,11.40175425099138,1777711137627.0
session_3,56.0,2.8284271247461903,1777711137845.0
session_3,66.0,0.0,1777711138144.0
session_3,73.0,0.0,1777711138436.0
session_3,74.0,7.810249675906654,1777711138744.0
session_3,65.0,2.0,1777711138961.0
session_3,49.0,0.0,1777711139244.0
session_3,74.0,0.0,1777711139519.0
session_3,49.0,0.0,1777711139785.0
session_3,49.0,3.1622776601683795,1777711140019.0
session_3,57.0,1.4142135623730951,1777711140294.0
session_3,58.0,4.47213595499958,1777711140543.0
session_3,66.0,2.8284271247461903,1777711140752.0
session_3,53.0,3.605551275463989,1777711140973.0
session_3,33.0,0.0,1777711142134.0
session_3,68.0,2.23606797749979,1777711143616.0
session_3,62.0,0.0,1777711144164.0
session_3,70.0,2.23606797749979,1777711144597.0
session_3,75.0,2.0,1777711144951.0
session_3,91.0,9.433981132056603,1777711145451.0
session_3,71.0,4.123105625617661,1777711145830.0
session_3,68.0,5.0990195135927845,1777711146249.0
session_3,72.0,3.1622776601683795,1777711146803.0
session_3,73.0,14.422205101855956,1777711147228.0
session_3,70.0,18.384776310850235,1777711147680.0
session_3,64.0,7.280109889280518,1777711148045.0
session_3,83.0,4.242640687119285,1777711148409.0
