session_id,hold_ms,displacement,timestamp_ms
session_1,52.0,0.0,1778514013188.0
session_1,77.0,0.0,1778514015796.0
session_1,57.0,0.0,1778514018877.0
session_1,40.0,0.0,1778514021539.0
session_1,45.0,0.0,1778514023757.0
session_1,66.0,0.0,1778514027490.0
session_1,77.0,0.0,1778514037451.0
session_1,115.0,0.0,1778514040322.0
session_1,61.0,0.0,1778514040788.0
session_1,70.0,0.0,1778514046094.0
session_1,136.0,25.85781146507957,1778514051777.0
session_1,94.0,0.0,1778514052601.0
session_1,98.0,0.0,1778514053669.0
session_1,57.0,0.0,1778514059054.0
session_1,77.0,0.0,1778514067049.0
session_1,74.0,0.0,1778514073999.0
session_1,77.0,0.0,1778514086119.0
session_1,74.0,0.0,1778514090387.0
session_1,61.0,0.0,1778514093944.0
session_1,86.0,0.0,1778514094525.0
session_1,57.0,0.0,1778514095451.0
session_1,82.0,0.0,1778514099848.0
session_1,102.0,4.06682462124936,1778514100318.0
session_1,24.0,0.0,1778514100721.0
session_1,103.0,0.0,1778514100927.0
session_1,94.0,0.0,1778514101179.0
session_1,57.0,5.4940821344424995,1778514101558.0
session_1,107.0,18.28762565755599,1778514101780.0
session_1,57.0,0.0,1778514126072.0
session_1,52.0,0.0,1778514129142.0
session_1,57.0,0.0,1778514133518.0
session_1,111.0,0.0,1778514337213.0
session_1,118.0,0.0,1778514338412.0
session_1,78.0,0.0,1778514339681.0
session_1,78.0,6.287996673949538,1778514342963.0
session_1,52.0,0.0,1778514343857.0
session_1,69.0,0.0,1778514346026.0
session_1,33.0,0.0,1778514347668.0
session_1,82.0,0.0,1778514352182.0
session_1,66.0,0.0,1778514361373.0
session_1,45.0,0.0,1778514363344.0
session_1,49.0,0.0,1778514365163.0
session_1,82.0,0.0,1778514366346.0
session_1,53.0,0.0,1778514371042.0
session_1,40.0,0.0,1778514374466.0
session_1,74.0,0.0,1778514376230.0
session_1,106.0,0.0,1778514384698.0
session_1,73.0,0.0,1778514389450.0
session_1,90.0,0.0,1778514398655.0
session_1,73.0,0.0,1778514399104.0
session_1,45.0,0.0,1778514404013.0
session_1,69.0,0.0,1778514407447.0
session_1,73.0,1.9575574704207281,1778882267585.0
session_1,61.0,0.0,1778882267824.0
session_1,124.0,0.0,1778882268116.0
session_1,87.0,0.0,1778882268260.0
session_1,45.0,0.0,1778882269193.0
session_1,104.0,0.0,1778882269382.0
session_1,20.0,0.0,1778882270434.0
session_1,95.0,0.0,1778882270689.0
session_1,70.0,0.0,1778882271868.0
session_1,111.0,0.0,1778882272944.0
