session_id,hold_ms,displacement,timestamp_ms
session_1,83.0,0.0,1778301730884.0
session_1,75.0,0.0,1778301732893.0
session_1,58.0,0.0,1778301735433.0
session_1,82.0,4.717069400125461,1778301738881.0
session_1,74.0,0.0,1778301743200.0
session_1,74.0,0.0,1778301746430.0
session_1,58.0,0.0,1778301750030.0
session_1,42.0,0.0,1778301752123.0
session_1,98.0,0.0,1778301754959.0
session_1,82.0,0.0,1778301758615.0
session_1,57.0,0.0,1778301759992.0
session_1,41.0,0.0,1778301761983.0
session_1,58.0,0.0,1778301766810.0
session_1,107.0,0.0,1778301767455.0
session_1,65.0,0.0,1778301768135.0
session_1,82.0,0.0,1778301768871.0
session_1,82.0,0.0,1778301773489.0
session_1,74.0,0.0,1778301784095.0
session_1,74.0,0.0,1778301803533.0
session_1,57.0,0.0,1778301808002.0
session_1,59.0,0.0,1778301924888.0
session_1,79.0,0.0,1778301925247.0
session_1,86.0,0.0,1778301930800.0
session_1,80.0,0.0,1778301933056.0
session_1,73.0,0.0,1778301933436.0
session_1,76.0,0.0,1778301933809.0
session_1,89.0,0.0,1778301941434.0
session_1,93.0,0.0,1778301945931.0
session_1,58.0,0.0,1778301946324.0
session_1,58.0,0.0,1778301953515.0
session_1,78.0,0.0,1778301959517.0
session_1,72.0,0.0,1778301968359.0
session_1,70.0,0.0,1778301970532.0
session_1,83.0,0.0,1778301970902.0
session_1,97.0,0.0,1778301974119.0
session_1,65.0,0.0,1778301975983.0
session_1,65.0,0.0,1778301976348.0
session_1,51.0,0.0,1778301976713.0
session_1,58.0,0.0,1778301984153.0
session_1,75.0,0.0,1778301991694.0
session_1,59.0,0.0,1778301992069.0
session_1,67.0,0.0,1778301994472.0
session_1,73.0,0.0,1778301994839.0
session_1,73.0,0.0,1778301995212.0
session_1,78.0,0.0,1778301998756.0
session_1,74.0,0.0,1778302011533.0
session_1,85.0,0.0,1778302011907.0
session_1,65.0,0.0,1778302012414.0
session_1,108.0,0.0,1778302014806.0
session_1,63.0,0.0,1778302027522.0
session_1,60.0,0.0,1778302028393.0
session_1,55.0,0.0,1778302031125.0
session_1,73.0,0.0,1778302032825.0
session_1,46.0,0.0,1778302034717.0
session_1,97.0,0.0,1778302051855.0
session_1,73.0,0.0,1778302054771.0
session_1,66.0,0.0,1778302061670.0
session_1,60.0,0.0,1778302064769.0
session_1,92.0,0.0,1778302065129.0
session_1,95.0,0.0,1778302066273.0
session_1,79.0,0.0,1778302069660.0
session_1,73.0,0.0,1778302076557.0
session_1,89.0,0.0,1778302082374.0
session_1,75.0,0.0,1778302092674.0
session_1,56.0,0.0,1778302095048.0
session_1,81.0,0.0,1778302100141.0
session_1,75.0,0.0,1778302108625.0
session_1,100.0,0.0,1778302109428.0
session_1,72.0,0.0,1778302120837.0
session_1,75.0,0.0,1778302125612.0
session_1,67.0,0.0,1778302131235.0
session_1,97.0,0.0,1778302132177.0
session_1,46.0,0.0,1778302132896.0
session_1,96.0,0.0,1778302137973.0
session_1,56.0,0.0,1778302139428.0
session_1,72.0,0.0,1778302143449.0
session_1,96.0,0.0,1778302145206.0
session_1,61.0,0.0,1778302158195.0
session_1,48.0,0.0,1778302158556.0
session_1,87.0,0.0,1778302158904.0
session_1,73.0,0.0,1778302162146.0
session_1,93.0,0.0,1778302170857.0
session_1,62.0,0.0,1778302175711.0
session_1,44.0,0.0,1778302185829.0
session_1,66.0,0.0,1778302186173.0
session_1,58.0,0.0,1778302186539.0
session_1,61.0,0.0,1778302195639.0
session_1,66.0,0.0,1778302203694.0
session_1,79.0,0.0,1778302213313.0
session_1,40.0,0.0,1778302221521.0
session_1,69.0,0.0,1778302226749.0
session_1,84.0,0.0,1778302234623.0
session_1,48.0,0.0,1778302235007.0
session_1,53.0,0.0,1778302240270.0
session_1,77.0,0.0,1778302244179.0
session_1,67.0,0.0,1778302244556.0
session_1,66.0,0.0,1778302246717.0
session_1,67.0,0.0,1778302247508.0
session_1,76.0,0.0,1778302252011.0
session_1,40.0,0.0,1778302265756.0
session_1,82.0,0.0,1778302271153.0
session_1,74.0,0.0,1778302274368.0
session_1,74.0,0.0,1778302274867.0
session_2,83.0,1.777480082342689,1778307483771.0
session_2,82.0,0.0,1778307486109.0
session_2,83.0,0.0,1778307487286.0
session_2,66.0,0.0,1778307489428.0
session_2,66.0,0.0,1778307490981.0
session_2,116.0,0.0,1778307494551.0
session_2,66.0,0.0,1778307502840.0
session_2,82.0,0.0,1778307504884.0
session_2,32.0,0.0,1778307507316.0
session_2,57.0,0.0,1778307510547.0
session_2,66.0,0.0,1778307513334.0
session_2,57.0,0.0,1778307516092.0
session_2,58.0,0.0,1778307520095.0
session_2,66.0,0.0,1778307523767.0
session_2,84.0,0.0,1778307597720.0
