owner_id,eer_inertial,auc_inertial,eer_touch,auc_touch,eer_fusion,auc_fusion,far_fusion,frr_fusion,fusion_w,has_touch
user22,0.33333333333333337,0.8055555555555556,0.33333333333333337,0.8333333333333333,0.16666666666666666,0.9166666666666667,0.16666666666527777,0.3333333333222222,0.74,True
user23,0.25,0.8333333333333334,0.6666666666666667,0.3611111111111111,0.6666666666666667,0.3611111111111111,0.8333333333263889,0.6666666666444444,0.48,True
user24,0.3333333333333333,0.888888888888889,0.6666666666666667,0.38888888888888884,0.3333333333333333,0.888888888888889,0.33333333333055554,0.3333333333222222,1.0,True
user25,0.08333333333333333,0.9722222222222222,0.25,0.7777777777777778,0.08333333333333333,0.9722222222222222,0.08333333333263888,0.3333333333222222,0.9,True
user26,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.5,False
