owner_id,auc_val,auc_test,eer_test,far_at_eer,frr_at_eer,thr,n_train_pos,n_train_neg,n_val,n_test,run,seed
user25,1.0,1.0,0.0,0.0,0.0,0.32167187333106995,4,92,24,24,2,44
user3,1.0,1.0,0.0,0.0,0.0,0.7802358865737915,4,92,24,24,2,44
user4,1.0,0.8695652173913044,0.13043478260869565,0.13043478260812855,0.9999999999,0.2578024903069372,4,92,24,24,2,44
user5,1.0,1.0,0.0,0.0,0.0,0.456716388463974,4,92,24,24,2,44
user6,1.0,1.0,0.0,0.0,0.0,0.35541853308677673,4,92,24,24,2,44
user7,1.0,1.0,0.0,0.0,0.0,0.2623339295387268,4,92,24,24,2,44
user8,1.0,1.0,0.0,0.0,0.0,0.32190024852752686,4,92,24,24,2,44
user9,1.0,1.0,0.0,0.0,0.0,0.6356253027915955,4,92,24,24,2,44
user1,1.0,1.0,0.0,0.0,0.0,0.5151739716529846,4,92,24,24,3,45
user10,1.0,1.0,0.0,0.0,0.0,0.49650025367736816,4,92,24,24,3,45
user12,0.9130434782608696,1.0,0.0,0.0,0.0,0.6133334040641785,4,92,24,24,3,45
user13,1.0,0.8695652173913043,0.13043478260869565,0.13043478260812855,0.9999999999,0.06152495968600978,4,92,24,24,3,45
user14,1.0,1.0,0.0,0.0,0.0,0.38040488958358765,4,92,24,24,3,45
user15,1.0,0.7391304347826088,0.2608695652173913,0.2608695652162571,0.9999999999,0.1042080673834552,4,92,24,24,3,45
user16,1.0,1.0,0.0,0.0,0.0,0.4801226258277893,4,92,24,24,3,45
user17,1.0,1.0,0.0,0.0,0.0,0.7808322906494141,4,92,24,24,3,45
user18,1.0,1.0,0.0,0.0,0.0,0.6979200839996338,4,92,24,24,3,45
user19,1.0,1.0,0.0,0.0,0.0,0.39166590571403503,4,92,24,24,3,45
user2,0.9565217391304348,0.5652173913043479,0.43478260869565216,0.43478260869376184,0.9999999999,0.03162222250324229,4,92,24,24,3,45
user20,1.0,1.0,0.0,0.0,0.0,0.4679073989391327,4,92,24,24,3,45
user21,1.0,1.0,0.0,0.0,0.0,0.6047790050506592,4,92,24,24,3,45
user22,1.0,1.0,0.0,0.0,0.0,0.7428439855575562,4,92,24,24,3,45
user23,1.0,1.0,0.0,0.0,0.0,0.4302109181880951,4,92,24,24,3,45
user24,0.9565217391304348,1.0,0.0,0.0,0.0,0.46007663011550903,4,92,24,24,3,45
user25,1.0,1.0,0.0,0.0,0.0,0.34171062707901,4,92,24,24,3,45
user3,1.0,1.0,0.0,0.0,0.0,0.8321812748908997,4,92,24,24,3,45
user4,0.9565217391304348,1.0,0.0,0.0,0.0,0.34610533714294434,4,92,24,24,3,45
user5,0.9565217391304348,1.0,0.0,0.0,0.0,0.5705990195274353,4,92,24,24,3,45
user6,1.0,1.0,0.0,0.0,0.0,0.4611057639122009,4,92,24,24,3,45
user7,1.0,1.0,0.0,0.0,0.0,0.5529420375823975,4,92,24,24,3,45
user8,1.0,1.0,0.0,0.0,0.0,0.45441341400146484,4,92,24,24,3,45
user9,1.0,1.0,0.0,0.0,0.0,0.44847461581230164,4,92,24,24,3,45
user1,1.0,1.0,0.0,0.0,0.0,0.3640056252479553,4,92,24,24,4,46
user10,1.0,1.0,0.0,0.0,0.0,0.44666293263435364,4,92,24,24,4,46
user12,1.0,1.0,0.0,0.0,0.0,0.3864060640335083,4,92,24,24,4,46
user13,1.0,1.0,0.0,0.0,0.0,0.30014437437057495,4,92,24,24,4,46
user14,1.0,1.0,0.0,0.0,0.0,0.35663774609565735,4,92,24,24,4,46
user15,1.0,0.9565217391304348,0.043478260869565216,0.04347826086937619,0.9999999999,0.1202269390873287,4,92,24,24,4,46
user16,1.0,1.0,0.0,0.0,0.0,0.33196958899497986,4,92,24,24,4,46
user17,1.0,1.0,0.0,0.0,0.0,0.7935550212860107,4,92,24,24,4,46
user18,1.0,1.0,0.0,0.0,0.0,0.5232434868812561,4,92,24,24,4,46
user19,0.9565217391304348,1.0,0.0,0.0,0.0,0.4784281849861145,4,92,24,24,4,46
user2,0.8260869565217391,1.0,0.0,0.0,0.0,0.1967148780822754,4,92,24,24,4,46
user20,1.0,0.4347826086956522,0.5652173913043478,0.5652173913018904,0.9999999999,0.01262200522519972,4,92,24,24,4,46
user21,1.0,1.0,0.0,0.0,0.0,0.5721351504325867,4,92,24,24,4,46
user22,1.0,1.0,0.0,0.0,0.0,0.49402952194213867,4,92,24,24,4,46
user23,1.0,1.0,0.0,0.0,0.0,0.386835515499115,4,92,24,24,4,46
user24,0.9565217391304348,1.0,0.0,0.0,0.0,0.46636930108070374,4,92,24,24,4,46
user25,1.0,1.0,0.0,0.0,0.0,0.38602882623672485,4,92,24,24,4,46
user3,0.9130434782608696,1.0,0.0,0.0,0.0,0.7590799927711487,4,92,24,24,4,46
user4,0.9565217391304348,0.8695652173913043,0.13043478260869565,0.13043478260812855,0.9999999999,0.1452416771132013,4,92,24,24,4,46
user5,0.782608695652174,1.0,0.0,0.0,0.0,0.3313583433628082,4,92,24,24,4,46
user6,1.0,1.0,0.0,0.0,0.0,0.4241851568222046,4,92,24,24,4,46
user7,1.0,1.0,0.0,0.0,0.0,0.4670449197292328,4,92,24,24,4,46
user8,1.0,1.0,0.0,0.0,0.0,0.5962945818901062,4,92,24,24,4,46
user9,1.0,1.0,0.0,0.0,0.0,0.6782115697860718,4,92,24,24,4,46
user1,1.0,1.0,0.0,0.0,0.0,0.4473566710948944,4,92,24,24,5,47
user10,1.0,1.0,0.0,0.0,0.0,0.5159487128257751,4,92,24,24,5,47
user12,1.0,0.9130434782608696,0.08695652173913043,0.08695652173875237,0.9999999999,0.1133638004893842,4,92,24,24,5,47
user13,1.0,0.9565217391304348,0.043478260869565216,0.04347826086937619,0.9999999999,0.19664504605790845,4,92,24,24,5,47
user14,1.0,1.0,0.0,0.0,0.0,0.5143338441848755,4,92,24,24,5,47
user15,0.8260869565217391,0.9130434782608695,0.08695652173913043,0.08695652173875237,0.9999999999,0.20385561494723609,4,92,24,24,5,47
user16,0.9565217391304348,1.0,0.0,0.0,0.0,0.5517290234565735,4,92,24,24,5,47
user17,1.0,1.0,0.0,0.0,0.0,0.8210287094116211,4,92,24,24,5,47
user18,1.0,1.0,0.0,0.0,0.0,0.576166570186615,4,92,24,24,5,47
user19,0.9565217391304348,1.0,0.0,0.0,0.0,0.5040441155433655,4,92,24,24,5,47
user2,0.6521739130434783,0.9565217391304347,0.043478260869565216,0.04347826086937619,0.9999999999,0.10568656545618306,4,92,24,24,5,47
user20,1.0,0.6086956521739131,0.391304347826087,0.39130434782438567,0.9999999999,0.019342236382805782,4,92,24,24,5,47
user21,1.0,1.0,0.0,0.0,0.0,0.6104927659034729,4,92,24,24,5,47
user22,1.0,1.0,0.0,0.0,0.0,0.351662278175354,4,92,24,24,5,47
user23,1.0,1.0,0.0,0.0,0.0,0.5136497616767883,4,92,24,24,5,47
user24,0.9565217391304348,1.0,0.0,0.0,0.0,0.41966214776039124,4,92,24,24,5,47
user25,0.9130434782608696,1.0,0.0,0.0,0.0,0.3473162353038788,4,92,24,24,5,47
user3,0.9130434782608696,1.0,0.0,0.0,0.0,0.5638607740402222,4,92,24,24,5,47
user4,0.9565217391304348,1.0,0.0,0.0,0.0,0.301066517829895,4,92,24,24,5,47
user5,1.0,1.0,0.0,0.0,0.0,0.6012051701545715,4,92,24,24,5,47
user6,1.0,1.0,0.0,0.0,0.0,0.4839663803577423,4,92,24,24,5,47
user7,1.0,1.0,0.0,0.0,0.0,0.431792289018631,4,92,24,24,5,47
user8,1.0,1.0,0.0,0.0,0.0,0.30462589859962463,4,92,24,24,5,47
user9,1.0,1.0,0.0,0.0,0.0,0.4708341956138611,4,92,24,24,5,47
user1,1.0,1.0,0.0,0.0,0.0,0.6657474637031555,4,92,24,24,6,48
user10,1.0,1.0,0.0,0.0,0.0,0.4813329875469208,4,92,24,24,6,48
user12,1.0,1.0,0.0,0.0,0.0,0.23636162281036377,4,92,24,24,6,48
user13,1.0,0.8695652173913043,0.13043478260869565,0.13043478260812855,0.9999999999,0.05437469061302102,4,92,24,24,6,48
user14,1.0,1.0,0.0,0.0,0.0,0.3071959912776947,4,92,24,24,6,48
user15,0.9130434782608696,0.9565217391304348,0.043478260869565216,0.04347826086937619,0.9999999999,0.2223295984060868,4,92,24,24,6,48
user16,1.0,0.782608695652174,0.21739130434782608,0.21739130434688092,0.9999999999,0.03657573461532593,4,92,24,24,6,48
user17,1.0,1.0,0.0,0.0,0.0,0.838965892791748,4,92,24,24,6,48
user18,1.0,0.9565217391304348,0.043478260869565216,0.04347826086937619,0.9999999999,0.15918796282747516,4,92,24,24,6,48
user19,1.0,0.9565217391304348,0.043478260869565216,0.04347826086937619,0.9999999999,0.15577510647151782,4,92,24,24,6,48
user2,0.9130434782608695,0.8695652173913043,0.13043478260869565,0.13043478260812855,0.9999999999,0.1021491114212119,4,92,24,24,6,48
user20,1.0,1.0,0.0,0.0,0.0,0.42847949266433716,4,92,24,24,6,48
user21,1.0,1.0,0.0,0.0,0.0,0.6949093341827393,4,92,24,24,6,48
user22,1.0,1.0,0.0,0.0,0.0,0.46631795167922974,4,92,24,24,6,48
user23,1.0,1.0,0.0,0.0,0.0,0.23301203548908234,4,92,24,24,6,48
user24,1.0,1.0,0.0,0.0,0.0,0.3966149389743805,4,92,24,24,6,48
user25,0.9130434782608696,1.0,0.0,0.0,0.0,0.43597546219825745,4,92,24,24,6,48
user3,1.0,0.9565217391304348,0.043478260869565216,0.04347826086937619,0.9999999999,0.05138062070245328,4,92,24,24,6,48
user4,1.0,1.0,0.0,0.0,0.0,0.48394107818603516,4,92,24,24,6,48
user5,1.0,1.0,0.0,0.0,0.0,0.30752381682395935,4,92,24,24,6,48
user6,1.0,1.0,0.0,0.0,0.0,0.5259867310523987,4,92,24,24,6,48
user7,1.0,1.0,0.0,0.0,0.0,0.40649452805519104,4,92,24,24,6,48
user8,1.0,1.0,0.0,0.0,0.0,0.6176577806472778,4,92,24,24,6,48
user9,1.0,1.0,0.0,0.0,0.0,0.45434311032295227,4,92,24,24,6,48
user1,1.0,1.0,0.0,0.0,0.0,0.44226235151290894,4,92,24,24,7,49
user10,1.0,1.0,0.0,0.0,0.0,0.6094521880149841,4,92,24,24,7,49
user12,1.0,1.0,0.0,0.0,0.0,0.5165718197822571,4,92,24,24,7,49
user13,1.0,1.0,0.0,0.0,0.0,0.31262075901031494,4,92,24,24,7,49
user14,1.0,1.0,0.0,0.0,0.0,0.5074990391731262,4,92,24,24,7,49
user15,0.9565217391304348,1.0,0.0,0.0,0.0,0.2709982395172119,4,92,24,24,7,49
user16,0.9130434782608695,1.0,0.0,0.0,0.0,0.4149438738822937,4,92,24,24,7,49
user17,1.0,1.0,0.0,0.0,0.0,0.9139119386672974,4,92,24,24,7,49
user18,1.0,1.0,0.0,0.0,0.0,0.5805215835571289,4,92,24,24,7,49
user19,0.9565217391304348,1.0,0.0,0.0,0.0,0.4441224932670593,4,92,24,24,7,49
user2,1.0,1.0,0.0,0.0,0.0,0.4469989240169525,4,92,24,24,7,49
user20,0.8260869565217391,0.9565217391304348,0.043478260869565216,0.04347826086937619,0.9999999999,0.2581056615580683,4,92,24,24,7,49
user21,1.0,1.0,0.0,0.0,0.0,0.6938899159431458,4,92,24,24,7,49
user22,1.0,1.0,0.0,0.0,0.0,0.5779128670692444,4,92,24,24,7,49
user23,1.0,1.0,0.0,0.0,0.0,0.2918277978897095,4,92,24,24,7,49
user24,1.0,1.0,0.0,0.0,0.0,0.2606973648071289,4,92,24,24,7,49
user25,1.0,1.0,0.0,0.0,0.0,0.41088002920150757,4,92,24,24,7,49
user3,1.0,1.0,0.0,0.0,0.0,0.7626707553863525,4,92,24,24,7,49
user4,0.8695652173913043,1.0,0.0,0.0,0.0,0.14908646047115326,4,92,24,24,7,49
user5,1.0,1.0,0.0,0.0,0.0,0.34622707962989807,4,92,24,24,7,49
user6,1.0,1.0,0.0,0.0,0.0,0.4088132679462433,4,92,24,24,7,49
user7,0.8695652173913043,1.0,0.0,0.0,0.0,0.31130751967430115,4,92,24,24,7,49
user8,0.6956521739130435,1.0,0.0,0.0,0.0,0.23191648721694946,4,92,24,24,7,49
user9,1.0,1.0,0.0,0.0,0.0,0.7824094891548157,4,92,24,24,7,49
user1,1.0,1.0,0.0,0.0,0.0,0.20584586262702942,4,92,24,24,8,50
user10,0.9565217391304348,1.0,0.0,0.0,0.0,0.24189609289169312,4,92,24,24,8,50
user12,1.0,0.9130434782608695,0.08695652173913043,0.08695652173875237,0.9999999999,0.13180272734683493,4,92,24,24,8,50
user13,1.0,0.9565217391304348,0.043478260869565216,0.04347826086937619,0.9999999999,0.10245125449222067,4,92,24,24,8,50
user14,1.0,1.0,0.0,0.0,0.0,0.3187141716480255,4,92,24,24,8,50
user15,0.4347826086956522,0.9565217391304348,0.043478260869565216,0.04347826086937619,0.9999999999,0.25334551282550977,4,92,24,24,8,50
user16,0.13043478260869568,1.0,0.0,0.0,0.0,0.6040852665901184,4,92,24,24,8,50
user17,1.0,1.0,0.0,0.0,0.0,0.8883586525917053,4,92,24,24,8,50
user18,1.0,0.9565217391304348,0.043478260869565216,0.04347826086937619,0.9999999999,0.32653211381124414,4,92,24,24,8,50
user19,1.0,0.9565217391304348,0.043478260869565216,0.04347826086937619,0.9999999999,0.1947529691716899,4,92,24,24,8,50
user2,0.5217391304347826,0.7391304347826088,0.2608695652173913,0.2608695652162571,0.9999999999,0.035649887569572616,4,92,24,24,8,50
user20,0.26086956521739135,1.0,0.0,0.0,0.0,0.4876128137111664,4,92,24,24,8,50
user21,1.0,1.0,0.0,0.0,0.0,0.743262529373169,4,92,24,24,8,50
user22,1.0,0.9130434782608696,0.08695652173913043,0.08695652173875237,0.9999999999,0.18113223106964774,4,92,24,24,8,50
user23,1.0,1.0,0.0,0.0,0.0,0.6431924700737,4,92,24,24,8,50
user24,1.0,1.0,0.0,0.0,0.0,0.4994049072265625,4,92,24,24,8,50
user25,1.0,1.0,0.0,0.0,0.0,0.39625316858291626,4,92,24,24,8,50
user3,1.0,1.0,0.0,0.0,0.0,0.7675007581710815,4,92,24,24,8,50
user4,1.0,1.0,0.0,0.0,0.0,0.34038257598876953,4,92,24,24,8,50
user5,0.9565217391304348,1.0,0.0,0.0,0.0,0.4166390597820282,4,92,24,24,8,50
user6,1.0,1.0,0.0,0.0,0.0,0.4394768178462982,4,92,24,24,8,50
user7,1.0,1.0,0.0,0.0,0.0,0.37131467461586,4,92,24,24,8,50
user8,1.0,1.0,0.0,0.0,0.0,0.5298258066177368,4,92,24,24,8,50
user9,1.0,1.0,0.0,0.0,0.0,0.476492702960968,4,92,24,24,8,50
user1,1.0,1.0,0.0,0.0,0.0,0.2179528772830963,4,92,24,24,9,51
user10,1.0,1.0,0.0,0.0,0.0,0.4022955298423767,4,92,24,24,9,51
user12,1.0,1.0,0.0,0.0,0.0,0.280979722738266,4,92,24,24,9,51
user13,1.0,1.0,0.0,0.0,0.0,0.43672865629196167,4,92,24,24,9,51
user14,0.9565217391304348,1.0,0.0,0.0,0.0,0.628801167011261,4,92,24,24,9,51
user15,0.9130434782608696,1.0,0.0,0.0,0.0,0.2400425523519516,4,92,24,24,9,51
user16,1.0,1.0,0.0,0.0,0.0,0.4888346791267395,4,92,24,24,9,51
user17,1.0,1.0,0.0,0.0,0.0,0.859604001045227,4,92,24,24,9,51
user18,1.0,1.0,0.0,0.0,0.0,0.6374924778938293,4,92,24,24,9,51
user19,0.9565217391304348,1.0,0.0,0.0,0.0,0.5138099789619446,4,92,24,24,9,51
user2,0.8695652173913043,1.0,0.0,0.0,0.0,0.27610301971435547,4,92,24,24,9,51
user20,1.0,1.0,0.0,0.0,0.0,0.3748553395271301,4,92,24,24,9,51
user21,1.0,1.0,0.0,0.0,0.0,0.49817708134651184,4,92,24,24,9,51
user22,0.9565217391304348,1.0,0.0,0.0,0.0,0.5746349096298218,4,92,24,24,9,51
user23,1.0,1.0,0.0,0.0,0.0,0.39614337682724,4,92,24,24,9,51
user24,1.0,1.0,0.0,0.0,0.0,0.41350242495536804,4,92,24,24,9,51
user25,1.0,1.0,0.0,0.0,0.0,0.37346506118774414,4,92,24,24,9,51
user3,1.0,1.0,0.0,0.0,0.0,0.8234816193580627,4,92,24,24,9,51
user4,1.0,0.9130434782608696,0.08695652173913043,0.08695652173875237,0.9999999999,0.056878345330124314,4,92,24,24,9,51
user5,1.0,0.9565217391304348,0.043478260869565216,0.04347826086937619,0.9999999999,0.10429116694823555,4,92,24,24,9,51
user6,1.0,1.0,0.0,0.0,0.0,0.48411282896995544,4,92,24,24,9,51
user7,1.0,1.0,0.0,0.0,0.0,0.42702388763427734,4,92,24,24,9,51
user8,0.7391304347826086,0.9130434782608696,0.08695652173913043,0.08695652173875237,0.9999999999,0.18445048578407452,4,92,24,24,9,51
user9,1.0,0.9565217391304348,0.043478260869565216,0.04347826086937619,0.9999999999,0.1121557597880778,4,92,24,24,9,51
