session_id,tap_n,tap_hold_mean,tap_hold_std,tap_hold_median,tap_hold_p25,tap_hold_p75,tap_disp_mean,tap_disp_std,tap_disp_median,tap_disp_p25,tap_disp_p75,tap_iti_mean,tap_iti_std,tap_iti_median,tap_iti_p25,tap_iti_p75,scroll_n,scroll_dur_mean,scroll_dur_std,scroll_traj_mean,scroll_traj_std,scroll_sdist_mean,scroll_sdist_std,scroll_vmean_mean,scroll_vmean_std,scroll_vmax_mean,scroll_vmax_std,scroll_vlast5_mean,scroll_vlast5_std,scroll_mrl_mean,scroll_mrl_std,scroll_afirst5_mean,scroll_afirst5_std,scroll_dir_circmean,scroll_dir_circstd,scroll_frac_up,scroll_frac_down,scroll_frac_left,scroll_frac_right,key_n,key_inter_mean,key_inter_std,key_inter_median,key_inter_p25,key_inter_p75,key_delete_rate,key_typing_speed,key_burst_rate
session_1,228.0,75.71491228070175,14.952038718329037,75.0,66.0,84.0,2.206199713835588,4.099903368711376,0.0,0.0,5.145951686501143,300.67699115044246,290.9195781913235,201.0,184.0,265.25,117.0,160.01709401709402,104.15988555618055,856.678270960319,514.1293848653125,486.46055705391586,170.76906646957525,8962.040893412204,4731.183440631295,23592.771820298218,11173.778393599312,8780.092916828376,5861.90980184813,0.5855491620429749,0.20513734551038068,772.2238773570608,2190.414452054191,-1.3140760244618213,3.1046418587464304,0.5042735042735043,0.49572649572649574,0.0,0.0,173.0,232.3680981595092,236.3570128214518,183.0,164.5,220.5,0.08670520231213873,5.46448087431694,0.6380368098159509
session_2,223.0,73.13004484304933,17.114652770648682,75.0,65.0,83.0,17.271981801915217,80.19047222563387,0.0,0.0,5.757082086328791,259.4347826086956,202.21143176882015,192.0,167.0,242.0,124.0,180.66935483870967,126.8890626577579,955.7500111874394,523.4706051642323,501.89342266001637,174.6885688459073,9036.595910612143,4552.029194182569,25011.289756021197,10730.528475345594,8905.83678856181,5974.899544493008,0.5314986640891569,0.1964477763315017,933.3674085337941,2155.4394010099263,1.542344827037934,2.3440402290930673,0.46774193548387094,0.532258064516129,0.0,0.0,173.0,106.13939393939394,55.923312964863094,113.0,55.0,149.0,0.0,8.849557522123893,0.9515151515151515
session_3,104.0,72.52884615384616,19.012625729503476,75.0,61.0,87.25,1.9337923374065862,0.9418548927102989,1.8814193172526146,1.201679014280843,2.6572814991515448,723.0291262135922,254.24319281627044,693.0,540.0,890.0,122.0,165.54918032786884,115.65005882352813,927.5084229739782,469.64215683803695,520.4013690699579,163.25931802238622,9347.215787851223,3921.606429117382,25929.473444858417,10350.416835967375,9672.98990981724,5362.242458877162,0.5566092131047787,0.20123050070655923,1230.897080092797,2216.0170802473463,1.6690801372183008,2.235890964127869,0.45901639344262296,0.5409836065573771,0.0,0.0,116.0,174.2086956521739,105.48731600258446,167.0,134.0,196.0,0.05172413793103448,5.9880239520958085,0.7652173913043478
session_4,100.0,72.49,15.43469792383382,74.0,64.0,83.25,1.8201526094999076,0.9702698093414722,1.7366741056199968,1.1227797281653888,2.23750325452301,795.5656565656566,279.55542489496656,756.0,556.5,1055.5,121.0,161.54545454545453,121.82476237314287,952.9127915382086,657.7348704502847,510.69616741004415,177.66728443084483,9627.48991147893,4736.679115633702,25813.841247226326,10885.170449116484,10144.684401480017,5961.653221830569,0.5613970863644159,0.18736267813536167,749.5899594930589,2225.395209023913,1.6207448173586245,2.2830042995487294,0.4628099173553719,0.5371900826446281,0.0,0.0,121.0,163.11666666666667,105.74388739885735,156.5,103.0,192.0,0.05785123966942149,6.389776357827476,0.7833333333333333
session_5,127.0,75.62204724409449,15.3448183738649,76.0,66.5,87.0,1.6916088901827078,0.810952300453969,1.5436439137165672,1.140152621495461,2.2422623735759366,776.3968253968254,280.68111826172424,805.5,542.0,996.5,115.0,175.51304347826087,125.54184233829676,954.282105133817,521.2336138173232,505.16161440054094,168.58943717935563,9815.743303603504,4425.475248034124,26831.332938914013,10212.341976024363,10725.883400959094,6233.816859552282,0.561293815294289,0.21098883111140587,868.6323918431208,2301.1657672424503,-1.314103848041848,2.697264664801524,0.5130434782608696,0.48695652173913045,0.0,0.0,118.0,158.7008547008547,111.34087683313052,160.0,109.0,190.0,0.03389830508474576,6.25,0.7948717948717948
session_6,109.0,74.06422018348624,16.694379227344204,74.0,63.0,88.0,1.884348098988983,1.0580139775953716,1.7817108972352924,1.0682797754409978,2.4764424328114756,784.3333333333334,295.49183732537506,802.0,498.25,1037.0,117.0,187.26495726495727,112.20291395597465,949.4210189271733,503.6631863529911,506.1492839406632,168.14973078377096,8755.039192063405,3896.3877884737726,26892.38107190767,10950.921573294918,8730.903881731496,5696.457073092923,0.5314224351299054,0.21279758502700064,895.7793272402492,2180.4443009446327,-1.8686733767407064,2.6874903617658625,0.5128205128205128,0.48717948717948717,0.0,0.0,118.0,159.60683760683762,87.59931675034615,157.0,112.0,192.0,0.03389830508474576,6.369426751592357,0.7692307692307693
